createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,reserveETH,reserveUSD,totalSupply,txCount,reserve00,reserve11,token0.id,token0.name,token0.symbol,token0.totalLiquidity,token0.txCount,token1.id,token1.name,token1.symbol,token1.totalLiquidity,token1.txCount,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.txCount,token11.id,token11.name,token11.symbol,token11.totalLiquidity,token11.txCount,initial_Liquidity_Eth,initial_Liquidity_Token,last_transaction_timestamp,last_transaction_date,mint_count,swap_count,burn_count,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,token_burn_ratio,lp_avg,lp_std,creator_holding_ratio,lp_lock_ratio,is_MEV,active_period,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull
19739015,2024-4-26,0x3a9b02085e92dd4612f63834d38c211175344226,0.000437398,0.0,0.0,9.4e-15,0.0,12,0.000437398,0.0,0x5674451e1844635aa2285b9a5c79ac71af4bdaf2,Half Landwolf,LANDWOLF 0.5,0.000437398,12,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,0x5674451e1844635aa2285b9a5c79ac71af4bdaf2,Half Landwolf,LANDWOLF 0.5,0.000437398,12,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,1.0,315517500000000.0,1714128479,2024-04-26 10:47:59,1,10,1,0,31,228,10,0,0.0,8.333333333333334,58.68768241008215,58.4,0.0,True,228,burn,1714128479,2024-04-26 10:47:59,1.2851625703117435,3e-18,-1.0,0.06333333333333334h,True
19739001,2024-4-26,0x9a09a90d838a6123c26269d887c478aae7bd47ce,98514747850.7837,0.0010034390158281,0.0010034390158281,2.944953194881087,9746.794344808965,156,98514747850.7837,0.0010034390158281,0x28dc1ac7686136b29384cf5bdfafd4fae264c201,Meson Network,MSN,98514747850.7837,156,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,0x28dc1ac7686136b29384cf5bdfafd4fae264c201,Meson Network,MSN,98514747850.7837,156,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,1.0,95000000.0,1715560799,2024-05-13 00:39:59,1,155,0,0,48782,0,127,28,0.0,50.0,70.69653598303101,0.0,0.0,True,1432716,swap,1714258583,2024-04-27 22:56:23,113.6091363916938,5.5437860968e-08,-0.99999999951203,36.25h,True
19738984,2024-4-26,0xed154bbc5b1fe1dec7257d95750c76be0b49cc8a,3041542.7266406585,0.0024656149166352,0.0024656149166352,7.742916235693328,86.49385807221488,25,3041542.7266406585,0.0024656149166352,0x9d703cef5b8d8b7c5eeca5e78ea8537544e83ec2,Pizza,Pizza,3041542.7266406585,25,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,0x9d703cef5b8d8b7c5eeca5e78ea8537544e83ec2,Pizza,Pizza,3041542.7266406585,25,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,0.4,1000000000.0,1714167095,2024-04-26 21:31:35,2,22,1,222,169,744,14,8,0.0,9.090909090909092,50.54362634038406,0.0,0.0,True,744,burn,1714167095,2024-04-26 21:31:35,0.5725904703894158,0.0024656149166352,-0.9956939295287984,0.20666666666666667h,True
19738982,2024-4-26,0xb2159d35dfa5af588f7eff0378d83c8e2d402fe2,0.000221185,0.0,0.0,1.56e-14,0.0,10,0.000221185,0.0,0xb76f534851b00d3090536474467c040efb6ecc24,PUPU,PUPU,0.000221185,10,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,0xb76f534851b00d3090536474467c040efb6ecc24,PUPU,PUPU,0.000221185,10,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,1.0,88888888888888.0,1714128479,2024-04-26 10:47:59,1,8,1,0,201,444,8,0,0.0,11.11111111111111,67.47228772697062,74.66,0.0,True,444,burn,1714128479,2024-04-26 10:47:59,1.3491171634584864,5e-18,-1.0,0.12333333333333334h,True
19738982,2024-4-26,0xa1e0c716f2fa8df77e42bcb460ca509097ad9300,1756172238065284.5,5.001600708e-07,5.001600708e-07,0.0015097992253622,0.9219544457292876,50,1756172238065284.5,5.001600708e-07,0x7bc46a8f0c1ec909c69928d9e8380183f7b7ed13,NATIX Network,NTXT,1756172238065284.5,50,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,0x7bc46a8f0c1ec909c69928d9e8380183f7b7ed13,NATIX Network,NTXT,1756172238065284.5,50,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,1.0,850000000.0,1715847359,2024-05-16 08:15:59,1,49,0,0,81623,0,40,9,0.0,50.0,69.98942920184447,0.0,0.0,True,1719504,swap,1714191479,2024-04-27 04:17:59,3.4659849694352767,4.88765235917e-07,-0.9999998589822978,17.673333333333332h,True
19738964,2024-4-26,0x940ea50da90003aa5b2b76a6aa8ab7bcd224c74d,3.0336254372e-06,100000036240956.16,6.0672508744e-06,0.0189880239331678,17320.508075688773,160,100000036240956.16,3.0336254372e-06,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,0xf3ce211ce32bc2dad6410477ac5f0e75cfe5f704,OWL AI,OWLAI,100000036240956.16,160,0xf3ce211ce32bc2dad6410477ac5f0e75cfe5f704,OWL AI,OWLAI,100000036240956.16,160,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,3.0,100000000.0,1714132235,2024-04-26 11:50:35,1,159,0,0,1100,0,94,65,0.0,100.0,0.0,0.0,0.0,True,4344,swap,1714132235,2024-04-26 11:50:35,8.34560116614159,3.0336254372e-06,-0.9999996365000702,1.2066666666666668h,True
19738950,2024-4-26,0xb8ad1a5ce79442f073dd578281653193fc767423,6.400028111905394e+16,5.2772472436e-06,5.2772472436e-06,0.0165883112879125,18.34535363518512,10,6.400028111905394e+16,5.2772472436e-06,0x6ec5b0ba6be68f7192a2aa199947aa3715933307,young penguin with a fro,PENGU,6.400028111905394e+16,10,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,0x6ec5b0ba6be68f7192a2aa199947aa3715933307,young penguin with a fro,PENGU,6.400028111905394e+16,10,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,1.0,336552000000.0,1714127939,2024-04-26 10:38:59,1,9,0,0,88,0,8,1,0.0,50.0,19.79898987322333,0.0,0.0,True,468,swap,1714127939,2024-04-26 10:38:59,1.1978272939399177,5.2772472436e-06,-0.9999955943170852,0.13h,True
19738937,2024-4-26,0x5429659ff1e4c24608cd241e2b0e7c32b45d075b,0.000504253,0.0,0.0,6.2e-15,0.0,5,0.000504253,0.0,0x8e6d04d282034df7c11b2c4812f0e606200e027d,Dogecat,Dogecat,0.000504253,5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,0x8e6d04d282034df7c11b2c4812f0e606200e027d,Dogecat,Dogecat,0.000504253,5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,1.0,296586450000000.0,1714128023,2024-04-26 10:40:23,1,3,1,0,64,708,3,0,0.0,20.0,52.139967395463536,54.96,0.0,True,708,burn,1714128023,2024-04-26 10:40:23,1.0802562191424685,2e-18,-1.0,0.19666666666666666h,True
19738910,2024-4-26,0xa6d22af8ac3df32f4c896dff823a59edbb2d7934,4280006660555671.0,2.35213494254e-05,4.70426988509e-05,0.1485559075320266,316227.766016838,62,4280006660555671.0,2.35213494254e-05,0x99776a76531b77739dfadde75ac5582bd8284055,FlokiWojak,FWOJAK,4280006660555671.0,62,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,0x99776a76531b77739dfadde75ac5582bd8284055,FlokiWojak,FWOJAK,4280006660555671.0,62,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,10.0,10000000000.0,1714141151,2024-04-26 14:19:11,1,61,0,0,2648,0,47,14,0.0,50.0,43.92547324730833,0.0,0.0,True,14160,swap,1714141151,2024-04-26 14:19:11,15.069240921731376,2.35213494254e-05,-0.9999984391151784,3.933333333333333h,True
19738787,2024-4-26,0x0290a36fd430d0452f0abd1f9f1142dc3b6520fd,5.617e-07,1.0,5.617e-07,0.0017676557120602,0.000749466476901,1,1.0,5.617e-07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,0xec0fd58462863162914328b81b0d8175b803bc33,HEDNUBS,HDN,1.0,1,0xec0fd58462863162914328b81b0d8175b803bc33,HEDNUBS,HDN,1.0,1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,5.617e-07,1.0,1714125491,2024-04-26 09:58:11,1,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,True,0,,0,1970-01-01 00:00:00,0.0,0.0,,0.0h,False
19738761,2024-4-26,0xf9cc2578f9f8e75dccf573a359cc8dc98eb43d08,1.3163e-12,0.0,0.0,3.2e-15,0.0,38,1.3163e-12,0.0,0x5e36751c5d9dcaed7a31cd198b30018297a58ca1,LayerZero,ZRO,1.3163e-12,38,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,0x5e36751c5d9dcaed7a31cd198b30018297a58ca1,LayerZero,ZRO,1.3163e-12,38,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,8.0,100000000.0,1714356323,2024-04-29 02:05:23,1,35,2,0,15797,187398,30,5,0.0,5.2631578947368425,38.85808836753228,37.23,0.0,True,230940,burn,1714269239,2024-04-28 01:53:59,21.561585276390563,0.2156158527639056,-0.99,39.96h,True
19738728,2024-4-26,0x2e88c9e4d1b7f8cb2992761035d77018dd920cda,1.754596e-10,0.0,0.0,3.1e-15,0.0,23,1.754596e-10,0.0,0x12da1e5c52591157b75b19d1573114955a2d1674,竜 ドラゴン,TATSU,1.754596e-10,23,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,0x12da1e5c52591157b75b19d1573114955a2d1674,竜 ドラゴン,TATSU,1.754596e-10,23,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,1.0,96200000000.0,1714125887,2024-04-26 10:04:47,1,21,1,0,434,1116,20,1,0.0,5.0,55.31080003037381,58.22,0.0,True,1116,burn,1714125887,2024-04-26 10:04:47,1.7709442273652916,1e-18,-1.0,0.31h,True
19738718,2024-4-26,0xf9bbca8553a1a49dae7a4482add8dfda44adfe3a,2.51e-07,3.9e-15,7.9e-15,2.49837e-11,0.0,22,2.51e-07,3.9e-15,0x48bc194a241e5d5668b3d303bdf5913a659bef99,    Qubic        ,    QUBIC           ,2.51e-07,22,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,0x48bc194a241e5d5668b3d303bdf5913a659bef99,    Qubic        ,    QUBIC           ,2.51e-07,22,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,10.02,1000000000.0,1714132835,2024-04-26 12:00:35,1,20,1,0,343,8184,17,3,0.0,6.25,75.66100713048961,79.36,0.0,True,8184,burn,1714132835,2024-04-26 12:00:35,12.636263784117467,3.992e-15,-0.9999999999999996,2.2733333333333334h,True
19738695,2024-4-26,0xa8a0c2d57d8227c63b6e9df726f0fe1aaf679d23,5.911e-13,0.0,0.0,1.17e-14,0.0,510,5.911e-13,0.0,0x22e71d8ee73e9c5e9f6a898c82562d3e8f3673fa,DOP,DOP,5.911e-13,510,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,0x22e71d8ee73e9c5e9f6a898c82562d3e8f3673fa,DOP,DOP,5.911e-13,510,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,1.0,99999600.27323964,1714587803,2024-05-01 18:23:23,1,508,1,0,8847,143796,416,92,0.0,3.225806451612903,90.42492551746288,5.91,0.0,True,143796,burn,1714587803,2024-05-01 18:23:23,17.908106512173536,2e-18,-1.0,39.943333333333335h,True
19738671,2024-4-26,0x8f405220a8d19c9643d142adbb36d0c39f6c9285,1.17963165744e-05,4280004615183448.0,2.35926331489e-05,0.0738426389280636,223606.79774997896,58,4280004615183448.0,1.17963165744e-05,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,0xecb790916eafc0a591902a45b3993362a9ee0222,Homium,Homium,4280004615183448.0,58,0xecb790916eafc0a591902a45b3993362a9ee0222,Homium,Homium,4280004615183448.0,58,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,5.0,10000000000.0,1714129979,2024-04-26 11:12:59,1,57,0,0,1856,0,45,12,0.0,50.0,43.92547324730833,0.0,0.0,True,5904,swap,1714129979,2024-04-26 11:12:59,10.906787399389792,1.17963165744e-05,-0.9999989184426044,1.64h,True
19738660,2024-4-26,0x7f139f72d1a3398b8259197d5744aecc37c8530d,0.000534054,0.0,0.0,6.2e-15,0.0,3,0.000534054,0.0,0x21f265b8693ce739b310279f8aae63acd676f19c,The Algorithm,ALGO,0.000534054,3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,0x21f265b8693ce739b310279f8aae63acd676f19c,The Algorithm,ALGO,0.000534054,3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,1.0,296586450000000.0,1714124063,2024-04-26 09:34:23,1,1,1,0,0,120,1,0,0.0,33.333333333333336,41.30383113788195,57.85,0.0,True,120,burn,1714124063,2024-04-26 09:34:23,1.0198019801980198,2e-18,-1.0,0.03333333333333333h,True
19738652,2024-4-26,0xa48806dc2388354ba2c335e6da92550f50983028,6.2e-15,1.6e-07,6.2e-15,1.97352e-11,0.0,14,1.6e-07,6.2e-15,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,0xec1e0fb18a7f8bc0c2ede7f9de65dd46d41fa92a,PAJAMAS CAT,PAJAMAS,1.6e-07,14,0xec1e0fb18a7f8bc0c2ede7f9de65dd46d41fa92a,PAJAMAS CAT,PAJAMAS,1.6e-07,14,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,1.0,14737133.25,1714143359,2024-04-26 14:55:59,1,12,1,0,2510,19512,6,6,0.0,33.333333333333336,68.45397066642666,88.9,0.0,True,19512,burn,1714143359,2024-04-26 14:55:59,0.7644444084302502,6.298e-15,-0.9999999999999916,5.42h,True
19738606,2024-4-26,0x077b398833ec677e89c2ce1b1098d927d14307f2,3.2e-06,3.1e-15,6.2e-15,1.96727e-11,0.0,42,3.2e-06,3.1e-15,0xb12c2b816ccac4fe685b8acc7c4d565554615227,TRET,TRET,3.2e-06,42,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,0xb12c2b816ccac4fe685b8acc7c4d565554615227,TRET,TRET,3.2e-06,42,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,1.0,10000000000.0,1714137563,2024-04-26 13:19:23,1,40,1,0,1599,14268,38,2,0.0,2.702702702702702,32.49693819257273,31.93,0.0,True,14268,burn,1714137563,2024-04-26 13:19:23,3.1482790245455954,3.149e-15,-0.9999999999999988,3.9633333333333334h,True
19738568,2024-4-26,0x66bdce95220678629bfecf8314c7fbb79beec7fe,0.0,3.4665e-12,0.0,5.8e-15,0.0,66,3.4665e-12,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,0xee00379019201b53dddb673ca243e5c5f049b6a4,RunesETH,RUNES,3.4665e-12,66,0xee00379019201b53dddb673ca243e5c5f049b6a4,RunesETH,RUNES,3.4665e-12,66,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294793.8794623402,168239334,1.8069,1010000000.0,1715657579,2024-05-14 03:32:59,1,64,1,0,1019,1534740,54,10,0.0,1.851851851851852,49.46991113199423,7.37,0.0,True,1534740,burn,1715657579,2024-05-14 03:32:59,12.426159209837936,1e-18,-1.0,426.31666666666666h,True
