active_period,mint_count,burn_count,swap_count,mint_mean_period,burn_mean_period,swap_mean_period,token_burn_ratio,swapIn,swapOut,lp_avg,lp_std,creator_holding_ratio,lp_lock_ratio,is_MEV,is_rugpull
1032,1,1,69,0,1032,140,0.0,27,42,12.5,80.33518158316443,87.47,0.0,True,True
268188,1,0,102,0,0,7369,0.0,44,58,7.142857142857143,69.48357483195993,0.0,0.0,True,False
576,1,1,11,0,576,118,0.0,11,0,7.6923076923076925,62.76063397483392,64.42,0.0,True,True
127572,1,0,905,0,0,2774,0.0,513,392,1.2195121951219512,70.28317744458714,0.0,0.0,True,False
63156,1,1,16,0,72,5592,0.0,15,1,6.25,61.05818372667172,14.88,0.0,True,True
228,1,1,121,0,228,94,0.0,73,48,1.851851851851852,32.27516600640097,25.23,0.0,True,True
360,1,1,1,0,360,24,0.0,1,0,33.333333333333336,44.02233372581089,62.56,0.0,True,True
792,1,0,3,0,0,396,0.0,2,1,50.0,0.0,0.0,0.0,True,True
648,1,1,47,0,648,37,0.0,37,10,2.9411764705882355,53.11485175043406,50.5,0.0,True,True
270900,1,0,142,0,0,5016,0.0,64,78,6.25,84.25593094850952,0.0,0.0,True,False
5148,1,0,138,0,0,742,0.0,84,54,100.0,0.0,0.0,0.0,True,True
329856,1,0,7227,0,0,41888,0.92,4092,3135,1.0,14.362921012106138,0.0,0.92,True,False
64116,1,0,257,0,0,1809,0.0,173,84,100.0,0.0,0.0,0.0,True,True
1020,1,1,51,0,1020,297,0.0,44,7,3.703703703703704,60.219681198954426,62.77,0.0,True,True
282324,1,0,996,0,0,3052,0.0,630,366,1.0,69.68496107482592,0.0,0.0,True,False
84,1,1,102,0,72,36,0.0,62,40,2.3255813953488373,56.18540789622436,57.19,0.0,True,True
146376,1,1,21,0,146376,926,0.0,17,4,7.6923076923076925,40.176101105010176,39.96,0.0,True,True
16356,1,1,21,0,16356,529,0.0,17,4,7.142857142857143,59.33086717721224,63.6,0.0,True,True
58908,1,1,27,0,58908,88,0.0,25,2,3.8461538461538463,46.10294801186379,25.36,0.0,True,True
11352,1,0,41,0,0,1218,0.0,26,15,100.0,0.0,0.0,0.0,True,True
1500,1,0,42,0,0,112,0.0,33,9,100.0,0.019999999999996,0.0,0.0,True,True
6960,1,1,0,0,6960,0,0.0,0,0,50.0,38.18376618407357,77.0,0.0,True,True
267324,1,0,323,0,0,4387,6.41,150,173,2.702702702702702,77.04986381242679,0.0,6.41,True,False
43248,1,1,48,0,43248,2109,0.0,39,9,2.702702702702702,52.73558327394552,54.48,0.0,True,True
144,1,1,272,0,144,41,0.0,168,104,1.075268817204301,27.98412908498608,28.78,0.0,True,True
168,1,1,35,0,168,55,0.0,25,10,5.0,52.92839597040514,52.66,0.0,True,True
3252,1,0,87,0,0,227,0.0,51,36,100.0,0.0,0.0,0.0,True,True
252,1,0,9,0,0,121,0.0,5,4,33.333333333333336,73.58666228785395,0.0,0.0,True,False
144336,1,0,333,0,0,3573,0.0,187,146,2.127659574468085,78.28180403231131,0.0,0.0,True,False
1524,1,0,125,0,0,424,0.0,93,32,100.0,0.0,0.0,0.0,True,True
147396,1,1,26,0,147396,897,0.0,22,4,6.666666666666667,64.03452688459042,68.08,0.0,True,True
1704,1,1,26,0,1704,674,0.0,18,8,1.162790697674419,20.76004329654489,21.64,0.0,True,True
334812,1,0,1639,0,0,21523,0.0,908,731,1.0,35.82528436732918,0.0,0.0,True,False
132,1,1,41,0,132,33,0.0,27,14,4.545454545454546,53.74168358495529,53.91,0.0,True,True
444,1,1,7,0,444,156,0.0,7,0,11.11111111111111,60.162868024130034,58.57,0.0,True,True
331032,150,0,734,35402,0,24241,0.0,344,390,1.694915254237288,71.2014597546036,0.0,0.0,True,False
2172,1,1,104,0,984,549,0.0,60,44,2.272727272727273,51.39769087490924,46.0,0.0,True,True
300,1,1,3,0,300,84,0.0,2,1,33.333333333333336,56.47980730609244,78.27,0.0,True,True
240,1,1,92,0,204,107,0.0,75,17,1.7857142857142858,27.54827347454956,28.45,0.0,True,True
231984,1,0,932,0,0,4287,1.51,539,393,1.0,61.94062560226528,0.0,1.51,True,False
240,1,1,13,0,96,51,0.0,10,3,10.0,68.25638211918354,22.35,0.0,True,True
4188,1,0,79,0,0,1109,0.0,55,24,100.0,0.0,100.0,0.0,True,True
264,1,1,1,0,264,192,0.0,0,1,50.0,51.8592113322214,86.67,0.0,True,True
72,1,1,34,0,72,25,0.0,24,10,6.25,51.65158371240905,43.94,0.0,True,True
4200,1,1,24,0,1308,627,0.0,16,8,11.11111111111111,67.0791315454284,0.0,0.0,True,True
6732,1,1,2,0,6732,240,0.0,2,0,100.0,0.0,100.0,0.0,True,True
540,1,1,13,0,48,60,0.0,9,4,11.11111111111111,61.32324364473157,59.51,0.0,True,True
33276,1,1,61,0,33276,2419,0.0,52,9,11.11111111111111,28.43676122361492,17.29,0.0,True,True
80928,1,0,5,0,0,16512,0.0,3,2,33.333333333333336,81.02160884603563,0.0,0.0,True,False
228,1,1,47,0,192,86,0.0,27,20,5.555555555555555,60.97377459932171,64.74,0.0,True,True
312,1,1,168,0,312,77,0.0,108,60,1.818181818181818,37.29698135482036,38.13,0.0,True,True
117720,1,0,221,0,0,882,0.0,108,113,2.5641025641025643,77.6956069774202,0.0,0.0,True,False
3660,1,0,62,0,0,1590,0.0,49,13,100.0,0.0,0.0,0.0,True,True
9552,1,1,243,0,396,120,0.0,160,83,1.1494252873563218,59.5254321384093,60.13,0.0,True,True
200208,1,0,870,0,0,3001,0.0,586,284,1.0,73.08948487983751,0.0,0.0,True,False
7572,1,0,170,0,0,914,0.0,140,30,100.0,0.0,0.0,0.0,True,True
7284,1,0,49,0,0,879,0.0,37,12,100.0,0.0,100.0,0.0,True,True
4068,1,1,12,0,4068,816,0.0,8,4,16.666666666666668,87.04542109343451,96.11,0.0,True,True
285588,1,0,944,0,0,6756,0.0,534,410,1.0,63.6340577049743,0.0,0.0,True,False
324,1,1,9,0,324,117,0.0,8,1,11.11111111111111,57.660299070407945,51.86,0.0,True,True
333408,1,0,865,0,0,162909,0.35,507,358,1.0,41.158013800473896,0.45,40.0,True,False
90216,1,0,23,0,0,5563,0.0,22,1,50.0,43.92547324730833,0.0,0.0,True,True
7152,1,0,71,0,0,916,0.0,49,22,100.0,0.0,100.0,0.0,True,True
456,1,1,19,0,456,86,0.0,14,5,9.090909090909092,65.04107387573711,66.37,0.0,True,True
924,1,1,0,0,924,0,0.0,0,0,50.0,43.840620433565945,81.0,0.0,True,True
13752,1,1,23,0,13752,429,50.0,21,2,5.2631578947368425,56.53047990150745,34.6,50.0,True,True
58248,1,1,139,0,58248,1638,0.0,103,36,1.0638297872340423,25.280924942680528,20.34,0.0,True,True
343392,1,0,1416,0,0,44258,5.0,816,600,1.0,21.57918209756801,2.72,5.0,True,False
576,1,1,0,0,576,0,0.0,0,0,50.0,13.138043994446052,59.29,0.0,True,True
336,1,1,35,0,336,80,0.0,35,0,2.7777777777777777,44.8601352353438,47.0,0.0,True,True
328248,1,0,2122,0,0,12239,2.98,1158,964,1.0,57.53573758977979,0.0,2.98,True,False
53220,1,0,46,0,0,3698,0.0,43,3,50.0,43.92547324730833,0.0,0.0,True,True
720,1,1,99,0,720,60,0.0,71,28,1.7241379310344829,49.39007009650758,11.51,0.0,True,True
346620,2,0,2435,1452,0,54461,8.56,1305,1130,1.0,28.28024398763208,2.66,8.56,True,False
26292,1,0,189,0,0,1432,0.0,135,54,1.6666666666666667,32.55988482780614,0.0,0.0,True,False
11232,1,1,30,0,11232,1201,0.0,20,10,8.333333333333334,52.233167942729,28.09,0.0,True,True
228,1,1,13,0,228,49,0.0,11,2,8.333333333333334,67.73347104644793,70.09,0.0,True,True
108,1,1,8,0,108,30,0.0,4,4,50.0,12.713779925734128,58.99,0.0,True,True
10056,1,0,698,0,0,2293,0.0,446,252,1.0,80.9705853998846,0.0,0.0,True,False
888,1,1,8,0,888,309,0.0,4,4,50.0,6.590235200658618,54.66,0.0,True,True
180,1,1,53,0,180,20,0.0,31,22,4.545454545454546,60.91092311355537,41.64,0.0,True,True
302340,1,0,966,0,0,3753,0.0,551,415,1.1235955056179776,53.37481287497129,0.0,0.0,True,False
2796,1,1,6,0,2796,52,0.0,6,0,12.5,66.69594290509731,70.84,0.0,True,True
600,1,1,1,0,600,252,0.0,1,0,33.333333333333336,69.5164647164013,89.81,0.0,True,True
3528,1,0,25,0,0,1084,0.0,15,10,12.5,58.7849938334606,4.0,0.0,True,False
15372,1,1,28,0,15372,29,0.0,17,11,12.5,56.23030499650521,56.94,0.0,True,True
348,1,1,3,0,348,272,0.0,2,1,33.333333333333336,76.22806613489986,95.52,0.0,True,True
17520,1,0,126,0,0,1190,0.0,77,49,100.0,0.0,0.0,0.0,True,True
528,1,1,23,0,528,171,0.0,19,4,5.882352941176471,56.14729840025304,40.56,0.0,True,True
384,1,1,66,0,348,107,0.0,63,3,1.694915254237288,37.5885231312224,38.78,0.0,True,True
564,1,1,109,0,564,70,0.0,71,38,1.408450704225352,65.27503397596492,65.53,0.0,True,True
8244,1,1,4,0,8244,2184,0.0,3,1,50.0,15.047232303649732,60.64,0.0,True,True
33600,1,0,209,0,0,1254,0.0,125,84,100.0,0.0,0.0,0.0,True,True
336,1,1,127,0,336,94,0.0,69,58,2.702702702702702,65.186670230007,66.93,0.0,True,True
17076,1,1,23,0,17076,9,0.0,23,0,4.0,42.92535847258587,33.09,0.0,True,True
282228,1,0,829,0,0,2658,0.0,428,401,1.4705882352941178,71.36058452345675,0.0,0.0,True,False
31848,1,0,51,0,0,1464,0.0,39,12,50.0,43.92547324730833,0.0,0.0,True,True
307896,1,0,229,0,0,165585,50.0,155,74,1.5625,50.67278954231749,0.0,50.0,True,False
14976,1,1,33,0,14976,1709,0.0,28,5,3.8461538461538463,13.594642044117686,0.17,0.0,True,True
291780,4,1,1715,5121,10164,6204,0.0,945,770,1.3888888888888888,89.60047302702523,0.0,0.0,True,False
43104,1,1,31,0,43104,500,0.0,27,4,5.882352941176471,40.184733565929065,42.86,0.0,True,True
32676,1,0,52,0,0,1426,0.0,41,11,50.0,43.92547324730833,0.0,0.0,True,True
33168,1,0,51,0,0,2223,0.0,44,7,50.0,43.92547324730833,0.0,0.0,True,True
1212,1,0,63,0,0,235,0.0,40,23,100.0,0.0,0.0,0.0,True,True
209568,2,0,517,12402,0,2496,0.0,270,247,1.851851851851852,78.2431676108386,0.0,0.0,True,False
54360,1,2,41,0,46224,10005,0.0,39,2,2.5641025641025643,23.65954309548644,17.95,0.0,True,True
33600,1,0,55,0,0,2000,0.0,42,13,50.0,43.92547324730833,0.0,0.0,True,True
59904,1,0,49,0,0,3276,0.0,42,7,50.0,43.92547324730833,0.0,0.0,True,True
45324,1,1,26,0,45324,273,0.0,22,4,5.882352941176471,44.52626475397613,46.7,0.0,True,True
14436,1,0,65,0,0,920,0.0,46,19,100.0,0.0,100.0,0.0,True,True
59544,1,1,14,0,59544,441,0.0,13,1,9.090909090909092,63.7916479999181,69.66,0.0,True,True
21720,1,1,19,0,21720,714,0.0,15,4,7.142857142857143,46.48341347805073,42.56,0.0,True,True
34452,1,1,26,0,34452,1130,0.0,23,3,5.2631578947368425,48.01226411306967,50.25,0.0,True,True
48,1,1,8,0,48,22,0.0,4,4,50.0,39.42827411896189,22.12,0.0,True,True
408,1,1,1,0,408,0,0.0,1,0,33.333333333333336,39.79646299191258,54.07,0.0,True,True
56328,1,0,43,0,0,3660,0.0,36,7,100.0,0.0,0.0,0.0,True,True
65484,1,1,1,0,65484,132,0.0,1,0,50.0,70.65410957615983,99.96,0.0,True,True
768,1,1,17,0,84,77,0.0,15,2,7.6923076923076925,63.43422486808981,68.57,0.0,True,True
120024,1,1,9,0,120024,44,0.0,9,0,10.0,82.91442033808111,88.63,0.0,True,True
84,1,1,48,0,84,24,0.0,36,12,3.333333333333333,54.59585393293767,10.44,0.0,True,True
59580,1,1,27,0,59580,1485,0.0,26,1,4.545454545454546,23.236663819372723,22.24,0.0,True,True
39192,1,0,217,0,0,1151,0.0,134,83,1.5151515151515151,24.76428580668442,0.0,0.0,True,True
1092,1,0,51,0,0,218,0.0,43,8,100.0,0.0,0.0,0.0,True,True
432,1,1,72,0,432,30,0.0,64,8,1.5873015873015872,37.94955532290663,30.05,0.0,True,True
15672,1,0,65,0,0,1034,0.0,44,21,100.0,0.0,100.0,0.0,True,True
3180,2,0,119,1194,0,1117,0.0,87,32,100.0,0.0,100.0,0.0,True,True
142224,1,0,439,0,0,1973,0.0,229,210,2.272727272727273,75.15827819886633,0.0,0.0,True,False
9264,1,1,22,0,9264,540,0.0,19,3,5.555555555555555,83.10295702721214,86.25,0.0,True,True
2316,1,1,20,0,2316,759,0.0,20,0,5.0,52.08567269412962,55.1,0.0,True,True
95556,1,0,139,0,0,2685,0.0,60,79,7.142857142857143,92.81572003553217,0.0,0.0,True,False
5460,1,0,139,0,0,697,0.0,61,78,9.090909090909092,82.64236812368647,5.0,0.0,True,False
216,1,1,12,0,216,20,0.0,11,1,8.333333333333334,64.64608933776788,17.64,0.0,True,True
372,1,1,19,0,372,75,0.0,18,1,5.555555555555555,63.23996081944109,66.83,0.0,True,True
168,1,1,4,0,168,57,0.0,2,2,50.0,12.247089450150998,58.66,0.0,True,True
324,1,1,76,0,300,83,0.0,38,38,5.555555555555555,63.41947799287604,65.17,0.0,True,True
15108,1,0,70,0,0,828,0.0,50,20,100.0,0.0,100.0,0.0,True,True
72,1,1,10,0,72,19,0.0,5,5,50.0,15.90990257669732,61.25,0.0,True,True
346152,1,0,896,0,0,2199,0.0,473,423,1.0638297872340423,72.89563755443864,2.38,0.0,True,False
2508,1,0,78,0,0,947,0.0,59,19,100.0,0.0,0.0,0.0,True,True
132420,1,0,377,0,0,1909,0.0,196,181,2.9411764705882355,85.65875436871589,0.0,0.0,True,False
228,1,1,25,0,228,43,0.0,17,8,9.090909090909092,60.258458101143546,51.66,0.0,True,True
72,1,1,19,0,72,15,0.0,18,1,5.555555555555555,47.596019324682565,51.56,0.0,True,True
68832,1,1,61,0,68832,2862,0.0,55,6,2.127659574468085,29.07039965618314,10.09,0.0,True,True
12024,1,0,42,0,0,1293,0.0,26,16,100.0,0.0,0.0,0.0,True,True
10572,1,1,26,0,10572,10112,0.0,20,6,6.25,76.14426701991422,79.13,0.0,True,True
1296,1,0,7,0,0,858,0.0,6,1,50.0,0.0,0.0,0.0,True,True
1620,1,1,25,0,1620,20,0.0,24,1,4.166666666666667,78.50729711307096,81.02,0.0,True,True
2364,1,1,27,0,2364,923,0.0,27,0,4.0,48.953994729746015,51.43,0.0,True,True
252,1,1,121,0,144,66,0.0,89,32,1.2820512820512822,39.39911840091387,7.83,0.0,True,False
13176,1,0,10,0,0,1856,0.0,5,5,12.5,66.87277248626678,0.0,0.0,True,False
11988,1,1,11,0,11988,646,0.0,9,2,25.0,81.2306980149746,95.33,0.0,True,True
492,1,1,38,0,492,10,0.0,32,6,3.225806451612903,54.91496294124859,49.38,0.0,True,True
339996,1,0,914,0,0,4576,2.0,458,456,1.492537313432836,79.71563472370389,0.0,2.0,True,False
240,1,1,8,0,240,54,0.0,4,4,33.333333333333336,77.9876866349212,97.01,0.0,True,True
58212,1,0,47,0,0,4774,0.0,43,4,50.0,43.92547324730833,0.0,0.0,True,True
324,1,1,5,0,276,175,0.0,4,1,25.0,55.27221544320437,71.6,0.0,True,True
1032,1,1,1,0,1032,504,0.0,1,0,50.0,70.61168316928864,99.93,0.0,True,True
13992,1,1,11,0,13992,387,0.0,9,2,20.0,84.52920796978995,95.58,0.0,True,True
124416,1,0,695,0,0,1486,0.0,379,316,1.5873015873015872,77.79123518384687,0.0,0.0,True,False
364584,1,0,4417,0,0,55497,3.06,2489,1928,1.0,8.329075578958328,0.0,3.06,True,False
48972,1,1,132,0,1032,474,0.0,102,30,1.4285714285714286,55.58325852782857,54.48,0.0,True,True
1212,1,1,12,0,1056,182,0.0,11,1,7.6923076923076925,70.22766817233132,23.66,0.0,True,True
17004,1,1,4,0,17004,4623,0.0,4,0,6.25,34.072995172130085,0.0,0.0,True,True
350196,1,0,16,0,0,289285,0.0,14,2,7.142857142857143,32.71140539409982,0.0,0.0,True,False
8544,1,1,23,0,8544,428,0.0,20,3,5.882352941176471,84.81145975563888,88.11,0.0,True,True
2016,1,1,20,0,2016,1000,0.0,16,4,16.666666666666668,84.5500615020474,93.82,0.0,True,True
364104,3,1,3102,191572,302172,31738,0.0,1632,1470,1.0,25.8474196004166,0.0,0.0,True,False
19368,1,0,151,0,0,1332,0.0,87,64,100.0,0.0,0.0,0.0,True,True
13644,1,0,8,0,0,2251,0.0,6,2,16.666666666666668,90.67380952255913,0.04,0.0,True,False
62628,1,0,54,0,0,4271,0.0,49,5,50.0,43.92547324730833,0.0,0.0,True,True
354768,1,1,681,0,354768,178481,0.0,651,30,1.1764705882352942,37.829256884990286,20.54,0.0,True,True
12792,1,1,15,0,12792,1217,0.0,13,2,10.0,66.69776383058131,72.78,0.0,True,True
996,1,1,67,0,996,207,0.0,30,37,7.6923076923076925,71.70814442532365,74.63,0.0,True,True
17784,1,1,0,0,17784,0,0.0,0,0,50.0,56.56854249492381,90.0,0.0,True,True
420,1,0,105,0,0,167,0.0,81,24,16.666666666666668,28.901141845954808,0.0,0.0,True,True
492,1,1,58,0,492,20,0.0,46,12,2.4390243902439024,47.26712981529144,43.26,0.0,True,True
108,1,0,42,0,0,30,0.0,32,10,3.703703703703704,43.54504857679639,0.0,0.0,True,False
366120,2,0,2283,1560,0,14266,0.71,1242,1041,1.0,52.936385407392535,0.77,0.71,True,False
15072,1,0,46,0,0,1099,0.0,40,6,50.0,43.92547324730833,0.0,0.0,True,True
396,1,1,12,0,396,8,0.0,11,1,8.333333333333334,56.248294196357634,56.28,0.0,True,True
15480,1,0,50,0,0,1233,0.0,41,9,50.0,43.92547324730833,0.0,0.0,True,True
19680,2,1,17,666,19680,172,0.0,12,5,25.0,86.09226852627361,99.56,0.0,True,True
15780,1,0,48,0,0,1088,0.0,38,10,50.0,43.92547324730833,0.0,0.0,True,True
11412,1,1,14,0,11412,138,0.0,13,1,7.142857142857143,54.579920169548494,59.11,0.0,True,True
36408,1,1,18,0,36408,326,0.0,16,2,6.666666666666667,64.69943405213579,68.18,0.0,True,True
15096,1,1,23,0,15096,492,0.0,19,4,6.25,32.59036514063627,30.4,0.0,True,True
16224,1,0,48,0,0,817,0.0,39,9,50.0,43.92547324730833,0.0,0.0,True,True
1440,1,0,190,0,0,408,0.0,100,90,100.0,0.0,0.0,0.0,True,True
150612,1,1,32,0,150612,987,0.0,26,6,5.555555555555555,50.0814601979171,39.86,0.0,True,True
365412,1,0,7346,0,0,24726,3.0,4042,3304,1.0,36.67669968794903,0.0,3.0,True,False
28392,1,1,62,0,28392,1797,0.0,51,11,10.0,28.22100458878103,17.8,0.0,True,True
1932,1,1,25,0,1932,558,0.0,23,2,5.0,50.45704212496012,53.58,0.0,True,True
45480,1,1,14,0,45480,33431,0.0,14,0,6.25,89.153102021186,92.53,0.0,True,True
47892,1,1,46,0,47892,803,0.0,36,10,4.545454545454546,61.773300499046144,63.98,0.0,True,True
13368,1,1,24,0,13368,293,0.0,19,5,7.142857142857143,44.25662985038835,47.66,0.0,True,True
321108,1,0,573,0,0,1571,0.0,289,284,2.272727272727273,84.66130327798692,0.0,0.0,True,False
96672,1,1,32,0,96672,1267,0.0,24,8,12.5,66.26023241734063,73.07,0.0,True,True
12000,1,0,44,0,0,1226,0.0,30,14,100.0,0.0,0.0,0.0,True,True
432,1,1,21,0,264,130,0.0,19,2,5.2631578947368425,49.438509760797,52.89,0.0,True,True
1644,1,1,98,0,1644,1049,0.0,70,28,1.7543859649122806,31.71275162753105,22.11,0.0,True,True
444,1,1,2,0,444,156,0.0,2,0,25.0,62.710680111126194,23.05,0.0,True,True
1956,1,1,37,0,1956,111,0.0,34,3,3.125,41.399710143912856,33.2,0.0,True,True
159864,1,1,1,0,1044,159864,0.0,1,0,100.0,0.0,100.0,0.0,True,True
65760,1,0,34,0,0,2494,0.0,28,6,50.0,43.92547324730833,0.0,0.0,True,True
864,1,1,2,0,864,12,0.0,2,0,25.0,58.36017134998834,73.0,0.0,True,True
240996,2,0,1209,378,0,2118,42.79,633,576,1.1764705882352942,60.110323572577805,6.51,42.79,True,False
16416,1,1,21,0,16416,306,0.0,18,3,7.142857142857143,42.941568272645625,46.41,0.0,True,True
12492,1,0,7,0,0,3958,0.0,5,2,100.0,0.0,0.0,0.0,True,True
375912,4,2,15489,92973,106602,77181,0.69,8692,6797,1.0,8.533838526712351,0.0,0.69,True,False
72468,1,1,281,0,72468,5466,0.0,273,8,1.162790697674419,25.54858763674732,23.78,0.0,True,True
328848,1,0,778,0,0,4243,0.0,400,378,1.36986301369863,64.09302766986758,0.0,0.0,True,False
33504,1,0,47,0,0,3521,0.0,40,7,50.0,43.92547324730833,0.0,0.0,True,True
1428,1,1,51,0,1428,10,0.0,45,6,2.3255813953488373,47.49919641915131,40.36,0.0,True,True
23004,1,0,45,0,0,2117,0.0,39,6,100.0,0.0,0.0,0.0,True,True
24216,1,1,25,0,24216,2114,0.0,23,2,4.166666666666667,23.525753264596364,20.52,0.0,True,True
159048,1,1,33,0,159048,1959,0.0,27,6,4.761904761904762,43.91410392811772,33.48,0.0,True,True
258216,1,1,59,0,258216,33306,0.0,53,6,2.272727272727273,24.53221518367597,17.73,0.0,True,True
188760,1,1,134,0,188760,2952,0.0,74,60,1.851851851851852,57.527167623782894,58.82,0.0,True,True
4116,1,1,50,0,4116,1289,0.0,45,5,2.9411764705882355,31.5604243056544,30.02,0.0,True,True
187236,1,1,15,0,187236,140420,0.0,15,0,6.25,83.07461284893238,86.58,0.0,True,True
312,1,1,17,0,132,38,0.0,13,4,8.333333333333334,53.40465803654209,43.32,0.0,True,True
147300,1,1,17,0,85164,32467,0.0,14,3,10.0,51.78800440256411,56.74,0.0,True,True
6900,1,1,28,0,6900,365,0.0,24,4,5.2631578947368425,41.85506628455163,42.99,0.0,True,True
144,1,1,72,0,144,33,0.0,44,28,5.0,80.34473473725582,83.29,0.0,True,True
5280,1,1,118,0,5280,1147,0.0,115,3,1.3888888888888888,49.89438935280087,50.39,0.0,True,True
23124,1,1,57,0,23124,4091,0.0,51,6,2.3255813953488373,21.644557025663733,12.83,0.0,True,True
684,1,1,22,0,684,9,0.0,20,2,5.0,65.4282500148063,63.93,0.0,True,True
14232,1,0,53,0,0,1371,0.0,45,8,50.0,43.92547324730833,0.0,0.0,True,True
300,1,1,14,0,300,44,0.0,14,0,7.6923076923076925,50.24844107799992,46.62,0.0,True,True
1440,1,1,5,0,1440,19,2.46,3,2,25.0,47.86499973884885,52.57,2.46,True,True
50760,1,0,47,0,0,2400,0.0,32,15,33.333333333333336,81.04953341424408,0.0,0.0,True,True
14700,1,0,45,0,0,1101,0.0,34,11,50.0,43.92547324730833,0.0,0.0,True,True
30972,1,0,43,0,0,2873,0.0,34,9,50.0,43.92547324730833,0.0,0.0,True,True
15156,1,0,46,0,0,1072,0.0,41,5,50.0,43.92547324730833,0.0,0.0,True,True
10056,1,1,26,0,10056,280,0.0,21,5,5.882352941176471,40.24568117129062,40.08,0.0,True,True
15708,1,0,50,0,0,1035,0.0,41,9,50.0,43.92547324730833,0.0,0.0,True,True
216,1,1,29,0,216,27,0.0,17,12,12.5,56.01861476330881,56.45,0.0,True,True
396,1,1,20,0,396,110,0.0,18,2,6.25,67.82297545817346,17.58,0.0,True,True
32952,1,1,16,0,32952,505,0.0,15,1,6.25,64.1558500839947,63.53,0.0,True,True
456,1,1,6,0,456,218,0.0,6,0,12.5,56.09627706006879,51.58,0.0,True,True
80640,1,1,0,0,80640,0,0.0,0,0,100.0,0.0,100.0,0.0,True,True
192,1,1,14,0,192,93,0.0,10,4,12.5,57.20377697320344,51.71,0.0,True,True
14760,1,1,23,0,14760,477,0.0,20,3,5.555555555555555,83.11000213906598,86.17,0.0,True,True
34164,1,0,104,0,0,3855,0.0,92,12,50.0,43.92547324730833,0.0,0.0,True,True
60,1,1,4,0,60,9,0.0,3,1,25.0,48.24493341274294,56.4,0.0,True,True
305664,1,0,1043,0,0,3682,0.45,532,511,1.0,63.734782497471535,0.0,0.45,True,False
156,1,1,127,0,156,54,0.0,87,40,1.7857142857142858,48.78050152029426,49.92,0.0,True,True
76968,1,0,19,0,0,4173,0.0,17,2,5.555555555555555,59.78029645664566,0.0,0.0,True,False
5928,1,1,33,0,5928,385,0.0,29,4,4.166666666666667,43.7977891375048,44.46,0.0,True,True
1788,1,1,40,0,1788,790,0.0,31,9,1.098901098901099,17.23433335391441,17.98,0.0,True,True
48,1,1,4,0,48,12,0.0,2,2,50.0,6.986214998123086,54.94,0.0,True,True
96,1,1,62,0,96,29,0.0,32,30,5.2631578947368425,65.23647607379107,20.16,0.0,True,True
324,1,1,24,0,288,199,2.35,22,2,4.761904761904762,61.13944553232388,64.25,2.35,True,True
50796,1,1,288,0,396,582,0.87,158,130,1.075268817204301,41.29605935533767,40.21,0.87,True,True
22416,1,0,68,0,0,2286,0.0,61,7,50.0,43.92547324730833,0.0,0.0,True,True
576,1,1,33,0,576,162,0.0,30,3,3.125,65.68477905877435,67.73,0.0,True,True
13572,1,0,49,0,0,1801,0.0,41,8,100.0,0.0,0.0,0.0,True,True
4188,1,1,88,0,4188,1411,0.0,38,50,5.2631578947368425,60.619592933047805,63.13,0.0,True,True
25152,1,0,46,0,0,2005,0.0,41,5,50.0,43.92547324730833,0.0,0.0,True,True
156,1,1,1,0,156,0,0.0,1,0,33.333333333333336,52.733212178537606,74.0,0.0,True,True
2160,1,0,80,0,0,804,0.0,62,18,100.0,0.0,0.0,0.0,True,True
352164,3,1,2207,1064,3288,6785,0.0,1192,1015,1.0,66.30074283143442,0.0,0.0,True,False
792,1,1,29,0,792,209,0.0,26,3,6.25,50.24605457147855,53.34,0.0,True,True
3096,1,1,2,0,3096,1674,0.0,1,1,100.0,0.0,100.0,0.0,True,True
60,1,1,7,0,60,0,0.0,7,0,11.11111111111111,57.91836879992775,59.85,0.0,True,True
352824,1,0,91,0,0,4549,0.0,51,40,3.225806451612903,56.31858104540405,5.0,0.0,True,False
395988,1,0,179,0,0,112852,0.0,165,14,1.1235955056179776,25.69891478931191,0.0,0.0,True,False
12000,1,0,50,0,0,1283,0.0,32,18,100.0,0.0,0.0,0.0,True,True
408,1,1,0,0,408,0,0.0,0,0,50.0,42.42640687119285,80.0,0.0,True,True
2292,1,0,72,0,0,856,0.0,56,16,100.0,0.0,100.0,0.0,True,True
336,1,1,23,0,336,94,0.0,20,3,5.882352941176471,52.45119838254133,55.67,0.0,True,True
282816,1,1,36,0,45156,74828,0.0,27,9,11.11111111111111,88.94007808006965,94.96,0.0,True,True
72,1,1,6,0,72,22,0.0,3,3,50.0,17.42311108843653,62.32,0.0,True,True
12228,1,0,55,0,0,1296,0.0,46,9,50.0,43.92547324730833,0.0,0.0,True,True
26868,1,1,9,0,26868,366,0.0,8,1,12.5,65.52641833642367,72.64,0.0,True,True
12744,1,0,48,0,0,1111,0.0,38,10,50.0,43.92547324730833,0.0,0.0,True,True
321996,1,0,1864,0,0,7367,0.0,1027,837,1.0,73.32294388525324,0.0,0.0,True,False
5088,1,1,17,0,5088,248,0.0,15,2,9.090909090909092,67.71651416684922,73.36,0.0,True,True
13164,1,0,56,0,0,1508,0.0,47,9,50.0,43.92547324730833,0.0,0.0,True,True
1428,1,1,24,0,1428,711,0.0,19,5,7.6923076923076925,88.06534440184393,92.24,0.0,True,True
13644,1,0,48,0,0,991,0.0,36,12,50.0,43.92547324730833,0.0,0.0,True,True
45588,1,1,10,0,45588,3476,0.0,6,4,25.0,61.06300516679473,75.06,0.0,True,True
